Date,Dept,BU,Account,Value
Dec-2003,415,10120,64070,1587.3
Dec-2003,415,10120,64090,946.725
Dec-2003,415,10120,64100,894.075
Dec-2003,415,10120,66005,1065.675
Dec-2003,415,10120,66010,1377.675
Dec-2003,415,10120,67010,1550.25
Dec-2003,415,10120,67015,1492.725
Dec-2003,415,10120,61060,58365.45
Dec-2003,415,10120,61070,4984.2
Dec-2003,415,10120,62001,2374.125
Dec-2003,415,10120,64005,874.575
Dec-2003,415,10120,64020,1154.4
Dec-2003,415,10120,65005,921.375
Dec-2003,415,10120,65006,912.6
Dec-2003,415,10120,65015,1574.625
Dec-2003,415,10120,65018,1183.65
Dec-2003,415,10120,65020,1409.85
Dec-2003,415,10120,65022,1547.325
Dec-2003,415,10120,65035,1552.2
Jan-2004,200,10120,41101,5
Jan-2004,200,10120,42201,5
Jan-2004,105,10120,41101,766909
Jan-2004,105,10120,42201,60408
Jan-2004,105,10120,51001,1125
Jan-2004,105,10120,51003,1607
Jan-2004,105,10120,61010,1162
Jan-2004,105,10120,61015,1294
Jan-2004,105,10120,61030,1710
Jan-2004,105,10120,61065,1065
Jan-2004,105,10120,61080,1663
Jan-2004,105,10120,61095,1658
Jan-2004,105,10120,64055,1381
Jan-2004,105,10120,64060,1300
Jan-2004,105,10120,64065,1305
Jan-2004,105,10120,64070,1543
Jan-2004,105,10120,64090,1736
Jan-2004,105,10120,64100,1130
Jan-2004,105,10120,66005,1557
Jan-2004,105,10120,66010,1974
Jan-2004,105,10120,67010,1801
Jan-2004,105,10120,67015,1051
Jan-2004,105,10120,61060,51396
Jan-2004,105,10120,61070,5036
Jan-2004,105,10120,62001,2475
Jan-2004,105,10120,63040,1591
Jan-2004,105,10120,64005,1627
Jan-2004,105,10120,64020,1740
Jan-2004,105,10120,65005,1604
Jan-2004,105,10120,65006,1748
Jan-2004,105,10120,65015,1440
Jan-2004,105,10120,65018,1664
Jan-2004,105,10120,65020,1045
Jan-2004,105,10120,65022,1268
Jan-2004,105,10120,65035,1804
Jan-2004,110,10120,41101,753840
Jan-2004,110,10120,42201,357854
Jan-2004,110,10120,51001,1319
Jan-2004,110,10120,51003,1636
Jan-2004,110,10120,61010,1591
Jan-2004,110,10120,61015,1956
Jan-2004,110,10120,61030,1627
Jan-2004,110,10120,61065,1740
Jan-2004,110,10120,61080,1931
Jan-2004,110,10120,61095,1708
Jan-2004,110,10120,64055,1604
Jan-2004,110,10120,64060,1748
Jan-2004,110,10120,64065,1440
Jan-2004,110,10120,64070,1664
Jan-2004,110,10120,64090,1045
Jan-2004,110,10120,64100,1268
Jan-2004,110,10120,66005,1804
Jan-2004,110,10120,66010,1385
Jan-2004,110,10120,67010,1640
Jan-2004,110,10120,67015,1012
Jan-2004,110,10120,61060,73545
Jan-2004,110,10120,61070,5138
Jan-2004,110,10120,62001,2032
Jan-2004,110,10120,63040,1627
Jan-2004,110,10120,64005,1708
Jan-2004,110,10120,64020,1604
Jan-2004,110,10120,65005,1783
Jan-2004,110,10120,65006,1927
Jan-2004,110,10120,65015,1671
Jan-2004,110,10120,65018,1856
Jan-2004,110,10120,65020,1245
Jan-2004,110,10120,65022,1199
Jan-2004,110,10120,65035,1256
Jan-2004,115,10110,41101,756594
Jan-2004,115,10110,42201,76292
Jan-2004,115,10110,51001,4898
Jan-2004,115,10110,51003,4892
Jan-2004,115,10110,61010,4106
Jan-2004,115,10110,61015,4792
Jan-2004,115,10110,61030,4452
Jan-2004,115,10110,61065,5571
Jan-2004,115,10110,61080,5262
Jan-2004,115,10110,61095,4158
Jan-2004,115,10110,64055,5396
Jan-2004,115,10110,64060,4883
Jan-2004,115,10110,64065,4124
Jan-2004,115,10110,64070,4224
Jan-2004,115,10110,64090,5413
Jan-2004,115,10110,64100,4853
Jan-2004,115,10110,66005,4346
Jan-2004,115,10110,66010,4248
Jan-2004,115,10110,67010,5423
Jan-2004,115,10110,67015,4961
Jan-2004,115,10110,61060,40503
Jan-2004,115,10110,61070,1230
Jan-2004,115,10110,62001,1975
Jan-2004,115,10110,63040,1973
Jan-2004,115,10110,64005,1148
Jan-2004,115,10110,64020,1646
Jan-2004,115,10110,65005,1900
Jan-2004,115,10110,65006,1141
Jan-2004,115,10110,65015,1379
Jan-2004,115,10110,65018,1806
Jan-2004,115,10110,65020,1258
Jan-2004,115,10110,65022,1136
Jan-2004,115,10110,65035,1872
Jan-2004,115,10120,41101,763950
Jan-2004,115,10120,42201,78929
Jan-2004,115,10120,51001,1146
Jan-2004,115,10120,51003,1288
Jan-2004,115,10120,61010,1338
Jan-2004,115,10120,61015,1955
Jan-2004,115,10120,61030,1082
Jan-2004,115,10120,61065,1050
Jan-2004,115,10120,61080,1198
Jan-2004,115,10120,61095,1453
Jan-2004,115,10120,64055,1089
Jan-2004,115,10120,64060,1556
Jan-2004,115,10120,64065,1413
Jan-2004,115,10120,64070,1003
Jan-2004,115,10120,64090,1394
Jan-2004,115,10120,64100,1486
Jan-2004,115,10120,66005,1922
Jan-2004,115,10120,66010,1738
Jan-2004,115,10120,67010,1423
Jan-2004,115,10120,67015,1822
Jan-2004,115,10120,61060,52245
Jan-2004,115,10120,61070,5788
Jan-2004,115,10120,62001,2973
Jan-2004,115,10120,63040,1093
Jan-2004,115,10120,64005,1941
Jan-2004,115,10120,64020,1639
Jan-2004,115,10120,65005,1145
Jan-2004,115,10120,65006,1541
Jan-2004,115,10120,65015,1236
Jan-2004,115,10120,65018,1298
Jan-2004,115,10120,65020,1741
Jan-2004,115,10120,65022,1050
Jan-2004,115,10120,65035,1742
Jan-2004,200,10120,41101,272283
Jan-2004,200,10120,42201,80263
Jan-2004,200,10120,51001,5226
Jan-2004,200,10120,51003,4229
Jan-2004,200,10120,61010,5836
Jan-2004,200,10120,61015,4737
Jan-2004,200,10120,61030,5851
Jan-2004,200,10120,61065,4127
Jan-2004,200,10120,61080,4210
Jan-2004,200,10120,61095,5235
Jan-2004,200,10120,64055,5244
Jan-2004,200,10120,64060,4328
Jan-2004,200,10120,64065,4366
Jan-2004,200,10120,64070,4931
Jan-2004,200,10120,64090,4045
Jan-2004,200,10120,64100,4597
Jan-2004,200,10120,66005,4785
Jan-2004,200,10120,66010,4067
Jan-2004,200,10120,67010,5378
Jan-2004,200,10120,67015,5525
Jan-2004,200,10120,61060,77694
Jan-2004,200,10120,61070,5646
Jan-2004,200,10120,62001,4210
Jan-2004,200,10120,63040,13884
Jan-2004,200,10120,64005,13339
Jan-2004,200,10120,64020,43116
Jan-2004,200,10120,65005,3709
Jan-2004,200,10120,65006,3386
Jan-2004,200,10120,65015,3321
Jan-2004,200,10120,65018,3931
Jan-2004,200,10120,65020,3100
Jan-2004,200,10120,65022,3049
Jan-2004,200,10120,65035,3287
Jan-2004,300,10120,51001,1926
Jan-2004,300,10120,51003,1025
Jan-2004,300,10120,61010,1746
Jan-2004,300,10120,61015,1791
Jan-2004,300,10120,61030,1412
Jan-2004,300,10120,61065,1315
Jan-2004,300,10120,61080,1576
Jan-2004,300,10120,61095,1123
Jan-2004,300,10120,64055,1672
Jan-2004,300,10120,64060,1977
Jan-2004,300,10120,64065,1648
Jan-2004,300,10120,64070,1710
Jan-2004,300,10120,64090,1766
Jan-2004,300,10120,64100,1795
Jan-2004,300,10120,66005,1520
Jan-2004,300,10120,66010,1130
Jan-2004,300,10120,67010,1178
Jan-2004,300,10120,67015,1975
Jan-2004,300,10120,61060,77429
Jan-2004,300,10120,61070,5753
Jan-2004,300,10120,62001,2821
Jan-2004,300,10120,64005,1517
Jan-2004,300,10120,64020,1746
Jan-2004,300,10120,65005,1813
Jan-2004,300,10120,65006,1979
Jan-2004,300,10120,65015,1334
Jan-2004,300,10120,65018,1111
Jan-2004,300,10120,65020,1810
Jan-2004,300,10120,65022,1261
Jan-2004,300,10120,65035,1810
Jan-2004,405,10120,51001,1580
Jan-2004,405,10120,51003,1241
Jan-2004,405,10120,61010,1091
Jan-2004,405,10120,61015,1959
Jan-2004,405,10120,61030,1903
Jan-2004,405,10120,61065,1190
Jan-2004,405,10120,61080,1814
Jan-2004,405,10120,61095,1842
Jan-2004,405,10120,64055,1525
Jan-2004,405,10120,64060,1488
Jan-2004,405,10120,64065,1759
Jan-2004,405,10120,64070,1525
Jan-2004,405,10120,64090,1856
Jan-2004,405,10120,64100,1710
Jan-2004,405,10120,66005,1573
Jan-2004,405,10120,66010,1399
Jan-2004,405,10120,67010,1432
Jan-2004,405,10120,67015,1232
Jan-2004,405,10120,61060,65017
Jan-2004,405,10120,61070,5832
Jan-2004,405,10120,62001,2405
Jan-2004,405,10120,63040,1353
Jan-2004,405,10120,64005,1589
Jan-2004,405,10120,64020,1349
Jan-2004,405,10120,65005,1335
Jan-2004,405,10120,65006,1764
Jan-2004,405,10120,65015,1156
Jan-2004,405,10120,65018,1808
Jan-2004,405,10120,65020,1372
Jan-2004,405,10120,65022,1427
Jan-2004,405,10120,65035,1868
Jan-2004,410,10120,51001,1529
Jan-2004,410,10120,51003,1572
Jan-2004,410,10120,61010,1697
Jan-2004,410,10120,61015,1571
Jan-2004,410,10120,61030,1217
Jan-2004,410,10120,61065,1435
Jan-2004,410,10120,61080,1871
Jan-2004,410,10120,61095,1409
Jan-2004,410,10120,64055,1452
Jan-2004,410,10120,64060,1216
Jan-2004,410,10120,64065,1489
Jan-2004,410,10120,64070,1398
Jan-2004,410,10120,64090,1234
Jan-2004,410,10120,64100,1182
Jan-2004,410,10120,66005,1419
Jan-2004,410,10120,66010,1919
Jan-2004,410,10120,67010,1775
Jan-2004,410,10120,67015,1936
Jan-2004,410,10120,61060,50906
Jan-2004,410,10120,61070,5214
Jan-2004,410,10120,62001,2259
Jan-2004,410,10120,63040,1871
Jan-2004,410,10120,64005,1676
Jan-2004,410,10120,64020,1657
Jan-2004,410,10120,65005,1484
Jan-2004,410,10120,65006,1748
Jan-2004,410,10120,65015,1222
Jan-2004,410,10120,65018,1804
Jan-2004,410,10120,65020,1371
Jan-2004,410,10120,65022,1762
Jan-2004,410,10120,65035,1761
Jan-2004,415,10120,51001,1588
Jan-2004,415,10120,51003,1210
Jan-2004,415,10120,61010,1570
Jan-2004,415,10120,61015,1833
Jan-2004,415,10120,61030,1566
Jan-2004,415,10120,61065,1494
Jan-2004,415,10120,61080,1957
Jan-2004,415,10120,61095,1975
Jan-2004,415,10120,64055,1724
Jan-2004,415,10120,64060,1433
Jan-2004,415,10120,64065,1606
Jan-2004,415,10120,64070,1642
Jan-2004,415,10120,64090,1184
Jan-2004,415,10120,64100,1067
Jan-2004,415,10120,66005,1304
Jan-2004,415,10120,66010,1126
Jan-2004,415,10120,67010,1393
Jan-2004,415,10120,67015,1330
Jan-2004,415,10120,61060,60021
Jan-2004,415,10120,61070,5218
Jan-2004,415,10120,62001,2582
Jan-2004,415,10120,64005,1318
Jan-2004,415,10120,64020,1134
Jan-2004,415,10120,65005,1767
Jan-2004,415,10120,65006,1393
Jan-2004,415,10120,65015,1287
Jan-2004,415,10120,65018,1201
Jan-2004,415,10120,65020,1211
Jan-2004,415,10120,65022,1264
Jan-2004,415,10120,65035,1494
Feb-2004,105,10120,41101,756041
Feb-2004,105,10120,42201,63007
Feb-2004,105,10120,51001,1561
Feb-2004,105,10120,51003,1297
Feb-2004,105,10120,61010,1912
Feb-2004,105,10120,61015,1533
Feb-2004,105,10120,61030,1476
Feb-2004,105,10120,61065,1957
Feb-2004,105,10120,61080,1540
Feb-2004,105,10120,61095,1007
Feb-2004,105,10120,64055,1411
Feb-2004,105,10120,64060,1158
Feb-2004,105,10120,64065,1279
Feb-2004,105,10120,64070,1127
Feb-2004,105,10120,64090,1743
Feb-2004,105,10120,64100,1452
Feb-2004,105,10120,66005,1792
Feb-2004,105,10120,66010,1484
Feb-2004,105,10120,67010,1950
Feb-2004,105,10120,67015,1858
Feb-2004,105,10120,61060,74799
Feb-2004,105,10120,61070,5277
Feb-2004,105,10120,62001,2000
Feb-2004,105,10120,63040,1917
Feb-2004,105,10120,64005,1020
Feb-2004,105,10120,64020,1060
Feb-2004,105,10120,65005,1549
Feb-2004,105,10120,65006,1122
Feb-2004,105,10120,65015,1937
Feb-2004,105,10120,65018,1198
Feb-2004,105,10120,65020,1697
Feb-2004,105,10120,65022,1024
Feb-2004,105,10120,65035,1381
Feb-2004,110,10120,41101,751556
Feb-2004,110,10120,42201,374050
Feb-2004,110,10120,51001,1110
Feb-2004,110,10120,51003,1537
Feb-2004,110,10120,61010,1917
Feb-2004,110,10120,61015,1004
Feb-2004,110,10120,61030,1020
Feb-2004,110,10120,61065,1060
Feb-2004,110,10120,61080,1062
Feb-2004,110,10120,61095,1361
Feb-2004,110,10120,64055,1549
Feb-2004,110,10120,64060,1122
Feb-2004,110,10120,64065,1937
Feb-2004,110,10120,64070,1198
Feb-2004,110,10120,64090,1697
Feb-2004,110,10120,64100,1024
Feb-2004,110,10120,66005,1381
Feb-2004,110,10120,66010,1124
Feb-2004,110,10120,67010,1073
Feb-2004,110,10120,67015,1488
Feb-2004,110,10120,61060,63449
Feb-2004,110,10120,61070,5620
Feb-2004,110,10120,62001,2994
Feb-2004,110,10120,63040,1020
Feb-2004,110,10120,64005,1361
Feb-2004,110,10120,64020,1549
Feb-2004,110,10120,65005,1324
Feb-2004,110,10120,65006,1630
Feb-2004,110,10120,65015,1055
Feb-2004,110,10120,65018,1210
Feb-2004,110,10120,65020,1368
Feb-2004,110,10120,65022,1854
Feb-2004,110,10120,65035,1048
Feb-2004,115,10110,41101,759306
Feb-2004,115,10110,42201,56279
Feb-2004,115,10110,51001,4171
Feb-2004,115,10110,51003,5757
Feb-2004,115,10110,61010,4180
Feb-2004,115,10110,61015,5744
Feb-2004,115,10110,61030,5032
Feb-2004,115,10110,61065,5408
Feb-2004,115,10110,61080,4192
Feb-2004,115,10110,61095,4412
Feb-2004,115,10110,64055,4153
Feb-2004,115,10110,64060,4357
Feb-2004,115,10110,64065,4586
Feb-2004,115,10110,64070,4089
Feb-2004,115,10110,64090,4444
Feb-2004,115,10110,64100,5441
Feb-2004,115,10110,66005,4082
Feb-2004,115,10110,66010,5644
Feb-2004,115,10110,67010,5108
Feb-2004,115,10110,67015,5158
Feb-2004,115,10110,61060,44322
Feb-2004,115,10110,61070,1812
Feb-2004,115,10110,62001,1655
Feb-2004,115,10110,63040,1977
Feb-2004,115,10110,64005,1919
Feb-2004,115,10110,64020,1780
Feb-2004,115,10110,65005,1787
Feb-2004,115,10110,65006,1700
Feb-2004,115,10110,65015,1633
Feb-2004,115,10110,65018,1702
Feb-2004,115,10110,65020,1378
Feb-2004,115,10110,65022,1016
Feb-2004,115,10110,65035,1650
Feb-2004,115,10120,41101,751566
Feb-2004,115,10120,42201,62498
Feb-2004,115,10120,51001,1722
Feb-2004,115,10120,51003,1398
Feb-2004,115,10120,61010,1308
Feb-2004,115,10120,61015,1756
Feb-2004,115,10120,61030,1116
Feb-2004,115,10120,61065,1970
Feb-2004,115,10120,61080,1178
Feb-2004,115,10120,61095,1365
Feb-2004,115,10120,64055,1638
Feb-2004,115,10120,64060,1367
Feb-2004,115,10120,64065,1778
Feb-2004,115,10120,64070,1348
Feb-2004,115,10120,64090,1262
Feb-2004,115,10120,64100,1294
Feb-2004,115,10120,66005,1193
Feb-2004,115,10120,66010,1631
Feb-2004,115,10120,67010,1869
Feb-2004,115,10120,67015,1160
Feb-2004,115,10120,61060,63286
Feb-2004,115,10120,61070,5698
Feb-2004,115,10120,62001,2636
Feb-2004,115,10120,63040,1258
Feb-2004,115,10120,64005,1454
Feb-2004,115,10120,64020,1328
Feb-2004,115,10120,65005,1649
Feb-2004,115,10120,65006,1720
Feb-2004,115,10120,65015,1225
Feb-2004,115,10120,65018,1391
Feb-2004,115,10120,65020,1240
Feb-2004,115,10120,65022,1934
Feb-2004,115,10120,65035,1711
Feb-2004,200,10120,41101,279348
Feb-2004,200,10120,42201,82589
Feb-2004,200,10120,51001,4017
Feb-2004,200,10120,51003,5994
Feb-2004,200,10120,61010,5581
Feb-2004,200,10120,61015,4167
Feb-2004,200,10120,61030,5340
Feb-2004,200,10120,61065,5608
Feb-2004,200,10120,61080,5100
Feb-2004,200,10120,61095,4037
Feb-2004,200,10120,64055,5707
Feb-2004,200,10120,64060,4757
Feb-2004,200,10120,64065,4419
Feb-2004,200,10120,64070,4559
Feb-2004,200,10120,64090,4259
Feb-2004,200,10120,64100,4997
Feb-2004,200,10120,66005,5104
Feb-2004,200,10120,66010,5154
Feb-2004,200,10120,67010,4066
Feb-2004,200,10120,67015,4802
Feb-2004,200,10120,61060,76400
Feb-2004,200,10120,61070,4063
Feb-2004,200,10120,62001,5895
Feb-2004,200,10120,63040,13937
Feb-2004,200,10120,64005,12309
Feb-2004,200,10120,64020,44616
Feb-2004,200,10120,65005,3305
Feb-2004,200,10120,65006,3328
Feb-2004,200,10120,65015,3456
Feb-2004,200,10120,65018,3771
Feb-2004,200,10120,65020,3962
Feb-2004,200,10120,65022,3946
Feb-2004,200,10120,65035,3411
Feb-2004,300,10120,51001,1765
Feb-2004,300,10120,51003,1331
Feb-2004,300,10120,61010,1255
Feb-2004,300,10120,61015,1410
Feb-2004,300,10120,61030,1709
Feb-2004,300,10120,61065,1419
Feb-2004,300,10120,61080,1175
Feb-2004,300,10120,61095,1346
Feb-2004,300,10120,64055,1820
Feb-2004,300,10120,64060,1718
Feb-2004,300,10120,64065,1438
Feb-2004,300,10120,64070,1634
Feb-2004,300,10120,64090,1500
Feb-2004,300,10120,64100,1396
Feb-2004,300,10120,66005,1315
Feb-2004,300,10120,66010,1038
Feb-2004,300,10120,67010,1632
Feb-2004,300,10120,67015,1826
Feb-2004,300,10120,61060,77542
Feb-2004,300,10120,61070,5535
Feb-2004,300,10120,62001,2495
Feb-2004,300,10120,63040,787
Feb-2004,300,10120,64005,1052
Feb-2004,300,10120,64020,1802
Feb-2004,300,10120,65005,1059
Feb-2004,300,10120,65006,1787
Feb-2004,300,10120,65015,1536
Feb-2004,300,10120,65018,1973
Feb-2004,300,10120,65020,1945
Feb-2004,300,10120,65022,1278
Feb-2004,300,10120,65035,1426
Feb-2004,405,10120,51001,1029
Feb-2004,405,10120,51003,1466
Feb-2004,405,10120,61010,1864
Feb-2004,405,10120,61015,1423
Feb-2004,405,10120,61030,1581
Feb-2004,405,10120,61065,1265
Feb-2004,405,10120,61080,1611
Feb-2004,405,10120,61095,1623
Feb-2004,405,10120,64055,1608
Feb-2004,405,10120,64060,1699
Feb-2004,405,10120,64065,1548
Feb-2004,405,10120,64070,1259
Feb-2004,405,10120,64090,1555
Feb-2004,405,10120,64100,1694
Feb-2004,405,10120,66005,1731
Feb-2004,405,10120,66010,1394
Feb-2004,405,10120,67010,1634
Feb-2004,405,10120,67015,1869
Feb-2004,405,10120,61060,50135
Feb-2004,405,10120,61070,5682
Feb-2004,405,10120,62001,2778
Feb-2004,405,10120,63040,1333
Feb-2004,405,10120,64005,1196
Feb-2004,405,10120,64020,1616
Feb-2004,405,10120,65005,1721
Feb-2004,405,10120,65006,1122
Feb-2004,405,10120,65015,1113
Feb-2004,405,10120,65018,1080
Feb-2004,405,10120,65020,1025
Feb-2004,405,10120,65022,1599
Feb-2004,405,10120,65035,1467
Feb-2004,410,10120,51001,1874
Feb-2004,410,10120,51003,1312
Feb-2004,410,10120,61010,1687
Feb-2004,410,10120,61015,1682
Feb-2004,410,10120,61030,1958
Feb-2004,410,10120,61065,1856
Feb-2004,410,10120,61080,1317
Feb-2004,410,10120,61095,1264
Feb-2004,410,10120,64055,1952
Feb-2004,410,10120,64060,1681
Feb-2004,410,10120,64065,1641
Feb-2004,410,10120,64070,1939
Feb-2004,410,10120,64090,1766
Feb-2004,410,10120,64100,1109
Feb-2004,410,10120,66005,1050
Feb-2004,410,10120,66010,1728
Feb-2004,410,10120,67010,1879
Feb-2004,410,10120,67015,1294
Feb-2004,410,10120,61060,76025
Feb-2004,410,10120,61070,5012
Feb-2004,410,10120,62001,2542
Feb-2004,410,10120,63040,1317
Feb-2004,410,10120,64005,1989
Feb-2004,410,10120,64020,1955
Feb-2004,410,10120,65005,1200
Feb-2004,410,10120,65006,1354
Feb-2004,410,10120,65015,1177
Feb-2004,410,10120,65018,1591
Feb-2004,410,10120,65020,1020
Feb-2004,410,10120,65022,1060
Feb-2004,410,10120,65035,1910
Feb-2004,415,10120,51001,1326
Feb-2004,415,10120,51003,1228
Feb-2004,415,10120,61010,1193
Feb-2004,415,10120,61015,1390
Feb-2004,415,10120,61030,1685
Feb-2004,415,10120,61065,1523
Feb-2004,415,10120,61080,1470
Feb-2004,415,10120,61095,1916
Feb-2004,415,10120,64055,1628
Feb-2004,415,10120,64060,1964
Feb-2004,415,10120,64065,1647
Feb-2004,415,10120,64070,1373
Feb-2004,415,10120,64090,1748
Feb-2004,415,10120,64100,1361
Feb-2004,415,10120,66005,1081
Feb-2004,415,10120,66010,1564
Feb-2004,415,10120,67010,1323
Feb-2004,415,10120,67015,1464
Feb-2004,415,10120,61060,62375
Feb-2004,415,10120,61070,5780
Feb-2004,415,10120,62001,2890
Feb-2004,415,10120,64005,1586
Feb-2004,415,10120,64020,1637
Feb-2004,415,10120,65005,1035
Feb-2004,415,10120,65006,1019
Feb-2004,415,10120,65015,1986
Feb-2004,415,10120,65018,1039
Feb-2004,415,10120,65020,1811
Feb-2004,415,10120,65022,1474
Feb-2004,415,10120,65035,1807
Mar-2004,105,10120,41101,757719
Mar-2004,105,10120,42201,60591
Mar-2004,105,10120,51001,1933
Mar-2004,105,10120,51003,1069
Mar-2004,105,10120,61010,1900
Mar-2004,105,10120,61015,1421
Mar-2004,105,10120,61030,1162
Mar-2004,105,10120,61065,1334
Mar-2004,105,10120,61080,1689
Mar-2004,105,10120,61095,1419
Mar-2004,105,10120,64055,1532
Mar-2004,105,10120,64060,1260
Mar-2004,105,10120,64065,1934
Mar-2004,105,10120,64070,1660
Mar-2004,105,10120,64090,1439
Mar-2004,105,10120,64100,1778
Mar-2004,105,10120,66005,1428
Mar-2004,105,10120,66010,1732
Mar-2004,105,10120,67010,1988
Mar-2004,105,10120,67015,1326
Mar-2004,105,10120,61060,77601
Mar-2004,105,10120,61070,5273
Mar-2004,105,10120,62001,2298
Mar-2004,105,10120,63040,1515
Mar-2004,105,10120,64005,1634
Mar-2004,105,10120,64020,1051
Mar-2004,105,10120,65005,1707
Mar-2004,105,10120,65006,1811
Mar-2004,105,10120,65015,1725
Mar-2004,105,10120,65018,1296
Mar-2004,105,10120,65020,1762
Mar-2004,105,10120,65022,1195
Mar-2004,105,10120,65035,1936
Mar-2004,110,10120,41101,773536
Mar-2004,110,10120,42201,353869
Mar-2004,110,10120,51001,1382
Mar-2004,110,10120,51003,1507
Mar-2004,110,10120,61010,1515
Mar-2004,110,10120,61015,1778
Mar-2004,110,10120,61030,1634
Mar-2004,110,10120,61065,1051
Mar-2004,110,10120,61080,1987
Mar-2004,110,10120,61095,1088
Mar-2004,110,10120,64055,1707
Mar-2004,110,10120,64060,1811
Mar-2004,110,10120,64065,1725
Mar-2004,110,10120,64070,1296
Mar-2004,110,10120,64090,1762
Mar-2004,110,10120,64100,1195
Mar-2004,110,10120,66005,1936
Mar-2004,110,10120,66010,1066
Mar-2004,110,10120,67010,1358
Mar-2004,110,10120,67015,1154
Mar-2004,110,10120,61060,70699
Mar-2004,110,10120,61070,5448
Mar-2004,110,10120,62001,2043
Mar-2004,110,10120,63040,1634
Mar-2004,110,10120,64005,1088
Mar-2004,110,10120,64020,1707
Mar-2004,110,10120,65005,1011
Mar-2004,110,10120,65006,1324
Mar-2004,110,10120,65015,1644
Mar-2004,110,10120,65018,1508
Mar-2004,110,10120,65020,1445
Mar-2004,110,10120,65022,1360
Mar-2004,110,10120,65035,1072
Mar-2004,115,10110,41101,772092
Mar-2004,115,10110,42201,69498
Mar-2004,115,10110,51001,5300
Mar-2004,115,10110,51003,5846
Mar-2004,115,10110,61010,5820
Mar-2004,115,10110,61015,4913
Mar-2004,115,10110,61030,5491
Mar-2004,115,10110,61065,4718
Mar-2004,115,10110,61080,4221
Mar-2004,115,10110,61095,5478
Mar-2004,115,10110,64055,5002
Mar-2004,115,10110,64060,5197
Mar-2004,115,10110,64065,4740
Mar-2004,115,10110,64070,5661
Mar-2004,115,10110,64090,5173
Mar-2004,115,10110,64100,5227
Mar-2004,115,10110,66005,4048
Mar-2004,115,10110,66010,5837
Mar-2004,115,10110,67010,4133
Mar-2004,115,10110,67015,5648
Mar-2004,115,10110,61060,41750
Mar-2004,115,10110,61070,1814
Mar-2004,115,10110,62001,1261
Mar-2004,115,10110,63040,1479
Mar-2004,115,10110,64005,1343
Mar-2004,115,10110,64020,1248
Mar-2004,115,10110,65005,1480
Mar-2004,115,10110,65006,1254
Mar-2004,115,10110,65015,1412
Mar-2004,115,10110,65018,1370
Mar-2004,115,10110,65020,1010
Mar-2004,115,10110,65022,1181
Mar-2004,115,10110,65035,1567
Mar-2004,115,10120,41101,767772
Mar-2004,115,10120,42201,59757
Mar-2004,115,10120,51001,1536
Mar-2004,115,10120,51003,1019
Mar-2004,115,10120,61010,1767
Mar-2004,115,10120,61015,1581
Mar-2004,115,10120,61030,1146
Mar-2004,115,10120,61065,1209
Mar-2004,115,10120,61080,1148
Mar-2004,115,10120,61095,1682
Mar-2004,115,10120,64055,1928
Mar-2004,115,10120,64060,1890
Mar-2004,115,10120,64065,1121
Mar-2004,115,10120,64070,1634
Mar-2004,115,10120,64090,1976
Mar-2004,115,10120,64100,1016
Mar-2004,115,10120,66005,1779
Mar-2004,115,10120,66010,1117
Mar-2004,115,10120,67010,1798
Mar-2004,115,10120,67015,1568
Mar-2004,115,10120,61060,60414
Mar-2004,115,10120,61070,5714
Mar-2004,115,10120,62001,2488
Mar-2004,115,10120,63040,1602
Mar-2004,115,10120,64005,1151
Mar-2004,115,10120,64020,1088
Mar-2004,115,10120,65005,1073
Mar-2004,115,10120,65006,1249
Mar-2004,115,10120,65015,1863
Mar-2004,115,10120,65018,1415
Mar-2004,115,10120,65020,1275
Mar-2004,115,10120,65022,1628
Mar-2004,115,10120,65035,1768
Mar-2004,200,10120,41101,251859
Mar-2004,200,10120,42201,83595
Mar-2004,200,10120,51001,5020
Mar-2004,200,10120,51003,4869
Mar-2004,200,10120,61010,4672
Mar-2004,200,10120,61015,4775
Mar-2004,200,10120,61030,4112
Mar-2004,200,10120,61065,5022
Mar-2004,200,10120,61080,5548
Mar-2004,200,10120,61095,4987
Mar-2004,200,10120,64055,4359
Mar-2004,200,10120,64060,5710
Mar-2004,200,10120,64065,5065
Mar-2004,200,10120,64070,5415
Mar-2004,200,10120,64090,5049
Mar-2004,200,10120,64100,4909
Mar-2004,200,10120,66005,4086
Mar-2004,200,10120,66010,4925
Mar-2004,200,10120,67010,5490
Mar-2004,200,10120,67015,4199
Mar-2004,200,10120,61060,76079
Mar-2004,200,10120,61070,5538
Mar-2004,200,10120,62001,5256
Mar-2004,200,10120,63040,11198
Mar-2004,200,10120,64005,13579
Mar-2004,200,10120,64020,42971
Mar-2004,200,10120,65005,3592
Mar-2004,200,10120,65006,3943
Mar-2004,200,10120,65015,3239
Mar-2004,200,10120,65018,3856
Mar-2004,200,10120,65020,3191
Mar-2004,200,10120,65022,3824
Mar-2004,200,10120,65035,3304
Mar-2004,300,10120,51001,1857
Mar-2004,300,10120,51003,1225
Mar-2004,300,10120,61010,1708
Mar-2004,300,10120,61015,1603
Mar-2004,300,10120,61030,1872
Mar-2004,300,10120,61065,1107
Mar-2004,300,10120,61080,1597
Mar-2004,300,10120,61095,1813
Mar-2004,300,10120,64055,1162
Mar-2004,300,10120,64060,1113
Mar-2004,300,10120,64065,1927
Mar-2004,300,10120,64070,1281
Mar-2004,300,10120,64090,1103
Mar-2004,300,10120,64100,1772
