Date,Dept,BU,Account,local
12/31/2003,115,10120,64055,915
12/31/2003,115,10120,64060,1045
12/31/2003,115,10120,64065,1102
12/31/2003,115,10120,64070,883
12/31/2003,115,10120,64090,1616
12/31/2003,115,10120,64100,1045
12/31/2003,115,10120,66005,928
12/31/2003,115,10120,66010,972
12/31/2003,115,10120,67010,1730
12/31/2003,115,10120,67015,1162
12/31/2003,115,10120,61060,63564
12/31/2003,115,10120,61070,5086
12/31/2003,115,10120,62001,2560
12/31/2003,115,10120,63040,1498
12/31/2003,115,10120,64005,1141
12/31/2003,115,10120,64020,887
12/31/2003,115,10120,65005,1351
12/31/2003,115,10120,65006,1561
12/31/2003,115,10120,65015,1297
12/31/2003,115,10120,65018,960
12/31/2003,115,10120,65020,1101
12/31/2003,115,10120,65022,1365
12/31/2003,115,10120,65035,1279
1/31/2003,200,10120,41101,4
1/31/2003,200,10120,42201,4
1/31/2003,200,10120,51001,4599
1/31/2003,200,10120,51003,3722
1/31/2003,200,10120,61010,5136
1/31/2003,200,10120,61015,4169
1/31/2003,200,10120,61030,5149
1/31/2003,200,10120,61065,3632
1/31/2003,200,10120,61080,3705
1/31/2003,200,10120,61095,4607
1/31/2003,200,10120,64055,4615
1/31/2003,200,10120,64060,3809
1/31/2003,200,10120,64065,3842
1/31/2003,200,10120,64070,4339
1/31/2003,200,10120,64090,3560
1/31/2003,200,10120,64100,4045
1/31/2003,200,10120,66005,4211
1/31/2003,200,10120,66010,3579
1/31/2003,200,10120,67010,4733
1/31/2003,200,10120,67015,4862
1/31/2003,200,10120,61060,68371
1/31/2003,200,10120,61070,4968
1/31/2003,200,10120,62001,3705
1/31/2003,200,10120,63040,12218
1/31/2003,200,10120,64005,11738
1/31/2003,200,10120,64020,37942
1/31/2003,200,10120,65005,3264
1/31/2003,200,10120,65006,2980
1/31/2003,200,10120,65015,2922
1/31/2003,200,10120,65018,3459
1/31/2003,200,10120,65020,2728
1/31/2003,200,10120,65022,2683
1/31/2003,200,10120,65035,2893
2/28/2003,200,10120,41101,245826
2/28/2003,200,10120,42201,72678
2/28/2003,200,10120,51001,3535
2/28/2003,200,10120,51003,5275
2/28/2003,200,10120,61010,4911
2/28/2003,200,10120,61015,3667
2/28/2003,200,10120,61030,4699
2/28/2003,200,10120,61065,4935
2/28/2003,200,10120,61080,4488
2/28/2003,200,10120,61095,3553
2/28/2003,200,10120,64055,5022
2/28/2003,200,10120,64060,4186
2/28/2003,200,10120,64065,3889
2/28/2003,200,10120,64070,4012
2/28/2003,200,10120,64090,3748
2/28/2003,200,10120,64100,4397
2/28/2003,200,10120,66005,4492
2/28/2003,200,10120,66010,4536
2/28/2003,200,10120,67010,3578
2/28/2003,200,10120,67015,4226
2/28/2003,200,10120,61060,67232
2/28/2003,200,10120,61070,3575
2/28/2003,200,10120,62001,5188
2/28/2003,200,10120,63040,12265
2/28/2003,200,10120,64005,10832
2/28/2003,200,10120,64020,39262
2/28/2003,200,10120,65005,2908
2/28/2003,200,10120,65006,2929
2/28/2003,200,10120,65015,3041
2/28/2003,200,10120,65018,3318
2/28/2003,200,10120,65020,3487
2/28/2003,200,10120,65022,3472
2/28/2003,200,10120,65035,3002
3/31/2003,200,10120,41101,221636
3/31/2003,200,10120,42201,73564
3/31/2003,200,10120,51001,4418
3/31/2003,200,10120,51003,4285
3/31/2003,200,10120,61010,4111
3/31/2003,200,10120,61015,4202
3/31/2003,200,10120,61030,3619
3/31/2003,200,10120,61065,4419
3/31/2003,200,10120,61080,4882
3/31/2003,200,10120,61095,4389
3/31/2003,200,10120,64055,3836
3/31/2003,200,10120,64060,5025
3/31/2003,200,10120,64065,4457
3/31/2003,200,10120,64070,4765
3/31/2003,200,10120,64090,4443
3/31/2003,200,10120,64100,4320
3/31/2003,200,10120,66005,3596
3/31/2003,200,10120,66010,4334
3/31/2003,200,10120,67010,4831
3/31/2003,200,10120,67015,3695
3/31/2003,200,10120,61060,66950
3/31/2003,200,10120,61070,4873
3/31/2003,200,10120,62001,4625
3/31/2003,200,10120,63040,9854
3/31/2003,200,10120,64005,11950
3/31/2003,200,10120,64020,37814
3/31/2003,200,10120,65005,3161
3/31/2003,200,10120,65006,3470
3/31/2003,200,10120,65015,2850
3/31/2003,200,10120,65018,3393
3/31/2003,200,10120,65020,2808
3/31/2003,200,10120,65022,3365
3/31/2003,200,10120,65035,2908
4/30/2003,200,10120,41101,245241
4/30/2003,200,10120,42201,75534
4/30/2003,200,10120,51001,3890
4/30/2003,200,10120,51003,4498
4/30/2003,200,10120,61010,3999
4/30/2003,200,10120,61015,5272
4/30/2003,200,10120,61030,3659
4/30/2003,200,10120,61065,3749
4/30/2003,200,10120,61080,4885
4/30/2003,200,10120,61095,4147
4/30/2003,200,10120,64055,4796
4/30/2003,200,10120,64060,4886
4/30/2003,200,10120,64065,4980
4/30/2003,200,10120,64070,5087
4/30/2003,200,10120,64090,4029
4/30/2003,200,10120,64100,4135
4/30/2003,200,10120,66005,4635
4/30/2003,200,10120,66010,3605
4/30/2003,200,10120,67010,4417
4/30/2003,200,10120,67015,3879
4/30/2003,200,10120,61060,68483
4/30/2003,200,10120,61070,4436
4/30/2003,200,10120,62001,4690
4/30/2003,200,10120,63040,10677
4/30/2003,200,10120,64005,10742
4/30/2003,200,10120,64020,39496
4/30/2003,200,10120,65005,2673
4/30/2003,200,10120,65006,3076
4/30/2003,200,10120,65015,2871
4/30/2003,200,10120,65018,3101
4/30/2003,200,10120,65020,2696
4/30/2003,200,10120,65022,3421
4/30/2003,200,10120,65035,3202
5/31/2003,200,10120,41101,229386
5/31/2003,200,10120,42201,78224
5/31/2003,200,10120,51001,5251
5/31/2003,200,10120,51003,4198
5/31/2003,200,10120,61010,4451
5/31/2003,200,10120,61015,3811
5/31/2003,200,10120,61030,3896
5/31/2003,200,10120,61065,4054
5/31/2003,200,10120,61080,4521
5/31/2003,200,10120,61095,3521
5/31/2003,200,10120,64055,4133
5/31/2003,200,10120,64060,4044
5/31/2003,200,10120,64065,3615
5/31/2003,200,10120,64070,5058
5/31/2003,200,10120,64090,3685
5/31/2003,200,10120,64100,4830
5/31/2003,200,10120,66005,4798
5/31/2003,200,10120,66010,3646
5/31/2003,200,10120,67010,4683
5/31/2003,200,10120,67015,4236
5/31/2003,200,10120,61060,67229
5/31/2003,200,10120,61070,3634
5/31/2003,200,10120,62001,4974
5/31/2003,200,10120,63040,12270
5/31/2003,200,10120,64005,11249
5/31/2003,200,10120,64020,36261
5/31/2003,200,10120,65005,2867
5/31/2003,200,10120,65006,3039
5/31/2003,200,10120,65015,2816
5/31/2003,200,10120,65018,2889
5/31/2003,200,10120,65020,3175
5/31/2003,200,10120,65022,3425
5/31/2003,200,10120,65035,2680
6/30/2003,200,10120,41101,225540
6/30/2003,200,10120,42201,72243
6/30/2003,200,10120,51001,5054
6/30/2003,200,10120,51003,3553
6/30/2003,200,10120,61010,4504
6/30/2003,200,10120,61015,5274
6/30/2003,200,10120,61030,4704
6/30/2003,200,10120,61065,4145
6/30/2003,200,10120,61080,4378
6/30/2003,200,10120,61095,4289
6/30/2003,200,10120,64055,3578
6/30/2003,200,10120,64060,3648
6/30/2003,200,10120,64065,4817
6/30/2003,200,10120,64070,5241
6/30/2003,200,10120,64090,3975
6/30/2003,200,10120,64100,4568
6/30/2003,200,10120,66005,5119
6/30/2003,200,10120,66010,3791
6/30/2003,200,10120,67010,5131
6/30/2003,200,10120,67015,4318
6/30/2003,200,10120,61060,66363
6/30/2003,200,10120,61070,3747
6/30/2003,200,10120,62001,3924
6/30/2003,200,10120,63040,10264
6/30/2003,200,10120,64005,10629
6/30/2003,200,10120,64020,36539
6/30/2003,200,10120,65005,3179
6/30/2003,200,10120,65006,3073
6/30/2003,200,10120,65015,2881
6/30/2003,200,10120,65018,2975
6/30/2003,200,10120,65020,2935
6/30/2003,200,10120,65022,3217
6/30/2003,200,10120,65035,3056
7/31/2003,200,10120,41101,237282
7/31/2003,200,10120,42201,77727
7/31/2003,200,10120,51001,4044
7/31/2003,200,10120,51003,3800
7/31/2003,200,10120,61010,3588
7/31/2003,200,10120,61015,4010
7/31/2003,200,10120,61030,5218
7/31/2003,200,10120,61065,3675
7/31/2003,200,10120,61080,5099
7/31/2003,200,10120,61095,5058
7/31/2003,200,10120,64055,4981
7/31/2003,200,10120,64060,4729
7/31/2003,200,10120,64065,3683
7/31/2003,200,10120,64070,4413
7/31/2003,200,10120,64090,3824
7/31/2003,200,10120,64100,4585
7/31/2003,200,10120,66005,3810
7/31/2003,200,10120,66010,5180
7/31/2003,200,10120,67010,4157
7/31/2003,200,10120,67015,4838
7/31/2003,200,10120,61060,67554
7/31/2003,200,10120,61070,4081
7/31/2003,200,10120,62001,4527
7/31/2003,200,10120,63040,10879
7/31/2003,200,10120,64005,11737
7/31/2003,200,10120,64020,38971
7/31/2003,200,10120,65005,2816
7/31/2003,200,10120,65006,3133
7/31/2003,200,10120,65015,3025
7/31/2003,200,10120,65018,2873
7/31/2003,200,10120,65020,3203
7/31/2003,200,10120,65022,2863
7/31/2003,200,10120,65035,2658
8/31/2003,200,10120,41101,241894
8/31/2003,200,10120,42201,76802
8/31/2003,200,10120,51001,5040
8/31/2003,200,10120,51003,5110
8/31/2003,200,10120,61010,3832
8/31/2003,200,10120,61015,3681
8/31/2003,200,10120,61030,4283
8/31/2003,200,10120,61065,4378
8/31/2003,200,10120,61080,4675
8/31/2003,200,10120,61095,4881
8/31/2003,200,10120,64055,4637
8/31/2003,200,10120,64060,4963
8/31/2003,200,10120,64065,3733
8/31/2003,200,10120,64070,3723
8/31/2003,200,10120,64090,5119
8/31/2003,200,10120,64100,4652
8/31/2003,200,10120,66005,4553
8/31/2003,200,10120,66010,3528
8/31/2003,200,10120,67010,4444
8/31/2003,200,10120,67015,3882
8/31/2003,200,10120,61060,66410
8/31/2003,200,10120,61070,4741
8/31/2003,200,10120,62001,3959
8/31/2003,200,10120,63040,11531
8/31/2003,200,10120,64005,10109
8/31/2003,200,10120,64020,39567
8/31/2003,200,10120,65005,3338
8/31/2003,200,10120,65006,3405
8/31/2003,200,10120,65015,3290
8/31/2003,200,10120,65018,2949
8/31/2003,200,10120,65020,3429
8/31/2003,200,10120,65022,3074
8/31/2003,200,10120,65035,3311
9/30/2003,200,10120,41101,243432
9/30/2003,200,10120,42201,78430
9/30/2003,200,10120,51001,3752
9/30/2003,200,10120,51003,4996
9/30/2003,200,10120,61010,4066
9/30/2003,200,10120,61015,4044
9/30/2003,200,10120,61030,5270
9/30/2003,200,10120,61065,5236
9/30/2003,200,10120,61080,5227
9/30/2003,200,10120,61095,4521
9/30/2003,200,10120,64055,4484
9/30/2003,200,10120,64060,5185
9/30/2003,200,10120,64065,5171
9/30/2003,200,10120,64070,4649
9/30/2003,200,10120,64090,4781
9/30/2003,200,10120,64100,4849
9/30/2003,200,10120,66005,4240
9/30/2003,200,10120,66010,3851
9/30/2003,200,10120,67010,3524
9/30/2003,200,10120,67015,4876
9/30/2003,200,10120,61060,68525
9/30/2003,200,10120,61070,4757
9/30/2003,200,10120,62001,3757
9/30/2003,200,10120,63040,12075
9/30/2003,200,10120,64005,10369
9/30/2003,200,10120,64020,34734
9/30/2003,200,10120,65005,3025
9/30/2003,200,10120,65006,3487
9/30/2003,200,10120,65015,2923
9/30/2003,200,10120,65018,3033
9/30/2003,200,10120,65020,3276
9/30/2003,200,10120,65022,3088
9/30/2003,200,10120,65035,3018
10/31/2003,200,10120,41101,244695
10/31/2003,200,10120,42201,75544
10/31/2003,200,10120,51001,3824
10/31/2003,200,10120,51003,4512
10/31/2003,200,10120,61010,4690
10/31/2003,200,10120,61015,4971
10/31/2003,200,10120,61030,5086
10/31/2003,200,10120,61065,3723
10/31/2003,200,10120,61080,4658
10/31/2003,200,10120,61095,3564
10/31/2003,200,10120,64055,3636
10/31/2003,200,10120,64060,4447
10/31/2003,200,10120,64065,4981
10/31/2003,200,10120,64070,4642
10/31/2003,200,10120,64090,4334
10/31/2003,200,10120,64100,5046
10/31/2003,200,10120,66005,4917
10/31/2003,200,10120,66010,3693
10/31/2003,200,10120,67010,4858
10/31/2003,200,10120,67015,5073
10/31/2003,200,10120,61060,66454
10/31/2003,200,10120,61070,4943
10/31/2003,200,10120,62001,4594
10/31/2003,200,10120,63040,11245
10/31/2003,200,10120,64005,10176
10/31/2003,200,10120,64020,34698
10/31/2003,200,10120,65005,2919
10/31/2003,200,10120,65006,3300
10/31/2003,200,10120,65015,3417
10/31/2003,200,10120,65018,2770
10/31/2003,200,10120,65020,2681
10/31/2003,200,10120,65022,2828
10/31/2003,200,10120,65035,3216
11/30/2003,200,10120,41101,235220
11/30/2003,200,10120,42201,77446
11/30/2003,200,10120,51001,5225
11/30/2003,200,10120,51003,3581
11/30/2003,200,10120,61010,4789
11/30/2003,200,10120,61015,4385
11/30/2003,200,10120,61030,4496
11/30/2003,200,10120,61065,3554
11/30/2003,200,10120,61080,4547
11/30/2003,200,10120,61095,4859
11/30/2003,200,10120,64055,4357
11/30/2003,200,10120,64060,4058
11/30/2003,200,10120,64065,4284
11/30/2003,200,10120,64070,4861
11/30/2003,200,10120,64090,4894
11/30/2003,200,10120,64100,4722
11/30/2003,200,10120,66005,4734
11/30/2003,200,10120,66010,5085
11/30/2003,200,10120,67010,5021
11/30/2003,200,10120,67015,5181
11/30/2003,200,10120,61060,68397
11/30/2003,200,10120,61070,3691
11/30/2003,200,10120,62001,3561
11/30/2003,200,10120,63040,10934
11/30/2003,200,10120,64005,10787
11/30/2003,200,10120,64020,36191
11/30/2003,200,10120,65005,2960
11/30/2003,200,10120,65006,3518
11/30/2003,200,10120,65015,3133
11/30/2003,200,10120,65018,2697
11/30/2003,200,10120,65020,2869
11/30/2003,200,10120,65022,3428
11/30/2003,200,10120,65035,2724
12/31/2003,200,10120,41101,236144
12/31/2003,200,10120,42201,78617
12/31/2003,200,10120,51001,5201
12/31/2003,200,10120,51003,4360
12/31/2003,200,10120,61010,4597
12/31/2003,200,10120,61015,4482
12/31/2003,200,10120,61030,4583
12/31/2003,200,10120,61065,5207
12/31/2003,200,10120,61080,3938
12/31/2003,200,10120,61095,5141
12/31/2003,200,10120,64055,3534
12/31/2003,200,10120,64060,3654
12/31/2003,200,10120,64065,4642
12/31/2003,200,10120,64070,4936
12/31/2003,200,10120,64090,4939
12/31/2003,200,10120,64100,4521
12/31/2003,200,10120,66005,4845
12/31/2003,200,10120,66010,3697
12/31/2003,200,10120,67010,4298
12/31/2003,200,10120,67015,4719
12/31/2003,200,10120,61060,68080
12/31/2003,200,10120,61070,4619
12/31/2003,200,10120,62001,3524
12/31/2003,200,10120,63040,11730
12/31/2003,200,10120,64005,10647
12/31/2003,200,10120,64020,35155
12/31/2003,200,10120,65005,2745
12/31/2003,200,10120,65006,2955
12/31/2003,200,10120,65015,3195
12/31/2003,200,10120,65018,3425
12/31/2003,200,10120,65020,2662
12/31/2003,200,10120,65022,3471
12/31/2003,200,10120,65035,2862
1/31/2003,300,10120,51001,1695
1/31/2003,300,10120,51003,902
1/31/2003,300,10120,61010,1536
1/31/2003,300,10120,61015,1576
1/31/2003,300,10120,61030,1243
1/31/2003,300,10120,61065,1157
1/31/2003,300,10120,61080,1387
1/31/2003,300,10120,61095,988
1/31/2003,300,10120,64055,1471
1/31/2003,300,10120,64060,1740
1/31/2003,300,10120,64065,1450
1/31/2003,300,10120,64070,1505
1/31/2003,300,10120,64090,1554
1/31/2003,300,10120,64100,1580
1/31/2003,300,10120,66005,1338
1/31/2003,300,10120,66010,994
1/31/2003,300,10120,67010,1037
1/31/2003,300,10120,67015,1738
1/31/2003,300,10120,61060,68138
1/31/2003,300,10120,61070,5063
1/31/2003,300,10120,62001,2482
1/31/2003,300,10120,63040,479
1/31/2003,300,10120,64005,1335
1/31/2003,300,10120,64020,1536
1/31/2003,300,10120,65005,1595
1/31/2003,300,10120,65006,1742
1/31/2003,300,10120,65015,1174
1/31/2003,300,10120,65018,978
1/31/2003,300,10120,65020,1593
1/31/2003,300,10120,65022,1110
1/31/2003,300,10120,65035,1593
2/28/2003,300,10120,51001,1553
2/28/2003,300,10120,51003,1171
2/28/2003,300,10120,61010,1104
2/28/2003,300,10120,61015,1241
2/28/2003,300,10120,61030,1504
2/28/2003,300,10120,61065,1249
2/28/2003,300,10120,61080,1034
2/28/2003,300,10120,61095,1184
2/28/2003,300,10120,64055,1602
2/28/2003,300,10120,64060,1512
2/28/2003,300,10120,64065,1265
2/28/2003,300,10120,64070,1438
2/28/2003,300,10120,64090,1320
2/28/2003,300,10120,64100,1228
2/28/2003,300,10120,66005,1157
2/28/2003,300,10120,66010,913
2/28/2003,300,10120,67010,1436
2/28/2003,300,10120,67015,1607
2/28/2003,300,10120,61060,68237
2/28/2003,300,10120,61070,4871
2/28/2003,300,10120,62001,2196
2/28/2003,300,10120,63040,693
2/28/2003,300,10120,64005,926
2/28/2003,300,10120,64020,1586
2/28/2003,300,10120,65005,932
2/28/2003,300,10120,65006,1573
2/28/2003,300,10120,65015,1352
2/28/2003,300,10120,65018,1736
2/28/2003,300,10120,65020,1712
2/28/2003,300,10120,65022,1125
2/28/2003,300,10120,65035,1255
3/31/2003,300,10120,51001,1634
3/31/2003,300,10120,51003,1078
3/31/2003,300,10120,61010,1503
3/31/2003,300,10120,61015,1411
3/31/2003,300,10120,61030,1647
3/31/2003,300,10120,61065,974
3/31/2003,300,10120,61080,1405
3/31/2003,300,10120,61095,1595
3/31/2003,300,10120,64055,1023
3/31/2003,300,10120,64060,979
3/31/2003,300,10120,64065,1696
3/31/2003,300,10120,64070,1127
3/31/2003,300,10120,64090,971
3/31/2003,300,10120,64100,1559
3/31/2003,300,10120,66005,1682
3/31/2003,300,10120,66010,1150
3/31/2003,300,10120,67010,1688
3/31/2003,300,10120,67015,1620
3/31/2003,300,10120,61060,65776
3/31/2003,300,10120,61070,4749
3/31/2003,300,10120,62001,2629
3/31/2003,300,10120,64005,1168
3/31/2003,300,10120,64020,1009
3/31/2003,300,10120,65005,1124
3/31/2003,300,10120,65006,1386
3/31/2003,300,10120,65015,907
3/31/2003,300,10120,65018,1717
3/31/2003,300,10120,65020,1044
3/31/2003,300,10120,65022,1376
3/31/2003,300,10120,65035,1676
4/30/2003,300,10120,51001,1704
4/30/2003,300,10120,51003,1019
4/30/2003,300,10120,61010,1437
4/30/2003,300,10120,61015,1102
4/30/2003,300,10120,61030,950
4/30/2003,300,10120,61065,1262
4/30/2003,300,10120,61080,1607
4/30/2003,300,10120,61095,1395
4/30/2003,300,10120,64055,1437
4/30/2003,300,10120,64060,1019
4/30/2003,300,10120,64065,1463
4/30/2003,300,10120,64070,1417
4/30/2003,300,10120,64090,1229
4/30/2003,300,10120,64100,1147
4/30/2003,300,10120,66005,1384
4/30/2003,300,10120,66010,1547
4/30/2003,300,10120,67010,1691
4/30/2003,300,10120,67015,1209
4/30/2003,300,10120,61060,46157
4/30/2003,300,10120,61070,4550
4/30/2003,300,10120,62001,2317
4/30/2003,300,10120,63040,692
4/30/2003,300,10120,64005,896
4/30/2003,300,10120,64020,1083
4/30/2003,300,10120,65005,1161
4/30/2003,300,10120,65006,1247
4/30/2003,300,10120,65015,1083
4/30/2003,300,10120,65018,1683
4/30/2003,300,10120,65020,1386
4/30/2003,300,10120,65022,1582
4/30/2003,300,10120,65035,1138
5/31/2003,300,10120,51001,1572
5/31/2003,300,10120,51003,1316
5/31/2003,300,10120,61010,1541
5/31/2003,300,10120,61015,1649
5/31/2003,300,10120,61030,1102
5/31/2003,300,10120,61065,1738
5/31/2003,300,10120,61080,988
5/31/2003,300,10120,61095,880
5/31/2003,300,10120,64055,1195
5/31/2003,300,10120,64060,1124
5/31/2003,300,10120,64065,1262
5/31/2003,300,10120,64070,1312
5/31/2003,300,10120,64090,1440
5/31/2003,300,10120,64100,1000
5/31/2003,300,10120,66005,1745
5/31/2003,300,10120,66010,1219
5/31/2003,300,10120,67010,1407
5/31/2003,300,10120,67015,983
5/31/2003,300,10120,61060,53408
5/31/2003,300,10120,61070,4916
5/31/2003,300,10120,62001,2325
5/31/2003,300,10120,63040,594
5/31/2003,300,10120,64005,911
5/31/2003,300,10120,64020,1742
5/31/2003,300,10120,65005,1336
5/31/2003,300,10120,65006,1643
5/31/2003,300,10120,65015,1618
5/31/2003,300,10120,65018,1154
5/31/2003,300,10120,65020,1199
5/31/2003,300,10120,65022,1356
5/31/2003,300,10120,65035,1491
6/30/2003,300,10120,51001,1145
6/30/2003,300,10120,51003,1204
6/30/2003,300,10120,61010,950
6/30/2003,300,10120,61015,1378
6/30/2003,300,10120,61030,1168
6/30/2003,300,10120,61065,998
6/30/2003,300,10120,61080,1485
6/30/2003,300,10120,61095,1146
6/30/2003,300,10120,64055,1703
6/30/2003,300,10120,64060,1656
6/30/2003,300,10120,64065,1475
6/30/2003,300,10120,64070,982
6/30/2003,300,10120,64090,1749
6/30/2003,300,10120,64100,1025
6/30/2003,300,10120,66005,1420
6/30/2003,300,10120,66010,1133
6/30/2003,300,10120,67010,1126
6/30/2003,300,10120,67015,1108
6/30/2003,300,10120,61060,67726
6/30/2003,300,10120,61070,4896
6/30/2003,300,10120,62001,2100
6/30/2003,300,10120,64005,955
6/30/2003,300,10120,64020,1338
6/30/2003,300,10120,65005,884
6/30/2003,300,10120,65006,1055
6/30/2003,300,10120,65015,1057
6/30/2003,300,10120,65018,995
6/30/2003,300,10120,65020,1238
6/30/2003,300,10120,65022,1174
6/30/2003,300,10120,65035,1441
7/31/2003,300,10120,51001,1067
7/31/2003,300,10120,51003,1544
7/31/2003,300,10120,61010,885
7/31/2003,300,10120,61015,1074
7/31/2003,300,10120,61030,977
7/31/2003,300,10120,61065,1654
7/31/2003,300,10120,61080,1349
7/31/2003,300,10120,61095,1524
7/31/2003,300,10120,64055,1625
7/31/2003,300,10120,64060,1199
7/31/2003,300,10120,64065,1068
7/31/2003,300,10120,64070,1704
7/31/2003,300,10120,64090,934
7/31/2003,300,10120,64100,1503
7/31/2003,300,10120,66005,1118
7/31/2003,300,10120,66010,1453
7/31/2003,300,10120,67010,1263
7/31/2003,300,10120,67015,909
7/31/2003,300,10120,61060,46128
7/31/2003,300,10120,61070,4983
7/31/2003,300,10120,62001,1779
7/31/2003,300,10120,64005,1096
7/31/2003,300,10120,64020,929
7/31/2003,300,10120,65005,1564
7/31/2003,300,10120,65006,1197
7/31/2003,300,10120,65015,1641
7/31/2003,300,10120,65018,1189
7/31/2003,300,10120,65020,989
7/31/2003,300,10120,65022,1382
7/31/2003,300,10120,65035,975
8/31/2003,300,10120,51001,1038
8/31/2003,300,10120,51003,1126
8/31/2003,300,10120,61010,1236
8/31/2003,300,10120,61015,1577
8/31/2003,300,10120,61030,1074
8/31/2003,300,10120,61065,1024
8/31/2003,300,10120,61080,1459
8/31/2003,300,10120,61095,964
8/31/2003,300,10120,64055,1566
8/31/2003,300,10120,64060,1585
8/31/2003,300,10120,64065,1583
8/31/2003,300,10120,64070,1276
8/31/2003,300,10120,64090,949
8/31/2003,300,10120,64100,1282
8/31/2003,300,10120,66005,1314
8/31/2003,300,10120,66010,1508
8/31/2003,300,10120,67010,937
8/31/2003,300,10120,67015,1600
8/31/2003,300,10120,61060,45712
8/31/2003,300,10120,61070,5212
8/31/2003,300,10120,62001,2566
8/31/2003,300,10120,63040,5084
8/31/2003,300,10120,64005,1478
8/31/2003,300,10120,64020,1475
8/31/2003,300,10120,65005,1492
8/31/2003,300,10120,65006,1543
8/31/2003,300,10120,65015,1005
8/31/2003,300,10120,65018,943
8/31/2003,300,10120,65020,935
8/31/2003,300,10120,65022,1574
8/31/2003,300,10120,65035,1359
9/30/2003,300,10120,51001,1334
9/30/2003,300,10120,51003,1068
9/30/2003,300,10120,61010,1061
9/30/2003,300,10120,61015,1528
9/30/2003,300,10120,61030,1760
9/30/2003,300,10120,61065,1177
9/30/2003,300,10120,61080,1004
9/30/2003,300,10120,61095,1285
9/30/2003,300,10120,64055,1013
9/30/2003,300,10120,64060,1069
9/30/2003,300,10120,64065,1113
9/30/2003,300,10120,64070,1618
9/30/2003,300,10120,64090,1024
9/30/2003,300,10120,64100,1128
9/30/2003,300,10120,66005,1301
9/30/2003,300,10120,66010,1327
9/30/2003,300,10120,67010,1373
9/30/2003,300,10120,67015,968
9/30/2003,300,10120,61060,65930
9/30/2003,300,10120,61070,4974
9/30/2003,300,10120,62001,1947
9/30/2003,300,10120,63040,692
9/30/2003,300,10120,64005,1668
9/30/2003,300,10120,64020,1459
9/30/2003,300,10120,65005,1186
9/30/2003,300,10120,65006,1157
9/30/2003,300,10120,65015,1507
9/30/2003,300,10120,65018,1016
9/30/2003,300,10120,65020,1060
9/30/2003,300,10120,65022,1331
9/30/2003,300,10120,65035,1243
10/31/2003,300,10120,51001,1580
10/31/2003,300,10120,51003,1182
10/31/2003,300,10120,61010,1469
10/31/2003,300,10120,61015,1620
10/31/2003,300,10120,61030,1580
10/31/2003,300,10120,61065,1575
10/31/2003,300,10120,61080,1518
10/31/2003,300,10120,61095,1420
10/31/2003,300,10120,64055,1712
10/31/2003,300,10120,64060,1189
10/31/2003,300,10120,64065,1667
10/31/2003,300,10120,64070,1360
10/31/2003,300,10120,64090,1580
10/31/2003,300,10120,64100,1733
10/31/2003,300,10120,66005,1087
10/31/2003,300,10120,66010,1516
10/31/2003,300,10120,67010,1417
10/31/2003,300,10120,67015,1692
10/31/2003,300,10120,61060,59063
10/31/2003,300,10120,61070,4505
10/31/2003,300,10120,62001,2275
10/31/2003,300,10120,63040,400
10/31/2003,300,10120,64005,1536
10/31/2003,300,10120,64020,1018
10/31/2003,300,10120,65005,1054
10/31/2003,300,10120,65006,1620
10/31/2003,300,10120,65015,1748
10/31/2003,300,10120,65018,937
10/31/2003,300,10120,65020,1607
10/31/2003,300,10120,65022,1525
10/31/2003,300,10120,65035,1497
11/30/2003,300,10120,51001,894
11/30/2003,300,10120,51003,1273
11/30/2003,300,10120,61010,897
11/30/2003,300,10120,61015,1597
11/30/2003,300,10120,61030,1521
11/30/2003,300,10120,61065,1617
11/30/2003,300,10120,61080,1294
11/30/2003,300,10120,61095,1049
11/30/2003,300,10120,64055,1671
11/30/2003,300,10120,64060,1606
11/30/2003,300,10120,64065,1581
11/30/2003,300,10120,64070,909
11/30/2003,300,10120,64090,1111
11/30/2003,300,10120,64100,1694
11/30/2003,300,10120,66005,1496
11/30/2003,300,10120,66010,1059
11/30/2003,300,10120,67010,884
11/30/2003,300,10120,67015,1701
11/30/2003,300,10120,61060,61898
11/30/2003,300,10120,61070,4763
11/30/2003,300,10120,62001,2306
11/30/2003,300,10120,63040,676
11/30/2003,300,10120,64005,1135
11/30/2003,300,10120,64020,1282
11/30/2003,300,10120,65005,1526
11/30/2003,300,10120,65006,1190
11/30/2003,300,10120,65015,1494
11/30/2003,300,10120,65018,1750
11/30/2003,300,10120,65020,1560
11/30/2003,300,10120,65022,1101
11/30/2003,300,10120,65035,1271
12/31/2003,300,10120,51001,1408
12/31/2003,300,10120,51003,1205
12/31/2003,300,10120,61010,989
12/31/2003,300,10120,61015,965
12/31/2003,300,10120,61030,1173
12/31/2003,300,10120,61065,1177
12/31/2003,300,10120,61080,1612
12/31/2003,300,10120,61095,1072
12/31/2003,300,10120,64055,1748
12/31/2003,300,10120,64060,1385
12/31/2003,300,10120,64065,1269
12/31/2003,300,10120,64070,1354
12/31/2003,300,10120,64090,1549
12/31/2003,300,10120,64100,1661
12/31/2003,300,10120,66005,1382
12/31/2003,300,10120,66010,1231
12/31/2003,300,10120,67010,1323
12/31/2003,300,10120,67015,1117
12/31/2003,300,10120,61060,63264
12/31/2003,300,10120,61070,4751
12/31/2003,300,10120,62001,2203
12/31/2003,300,10120,64005,977
12/31/2003,300,10120,64020,1018
